ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
103488,Thomas Per Rundqvist,M,27.0,192.0,87.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
103515,Arto Sakari Ruotanen,M,26.0,181.0,84.0,Finland,FIN,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
103519,Reijo Juhani Ruotsalainen,M,27.0,173.0,79.0,Finland,FIN,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
103582,Drius Rusnk,M,24.0,184.0,87.0,Czechoslovakia,TCH,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
103724,Jarkko Samuli Ruutu,M,30.0,188.0,93.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
103724,Jarkko Samuli Ruutu,M,34.0,188.0,93.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
103725,Tuomo Iisakki Ruutu,M,26.0,182.0,89.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
103725,Tuomo Iisakki Ruutu,M,30.0,182.0,89.0,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
103741,Vladimr Rika,M,20.0,187.0,93.0,Czechoslovakia,TCH,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
103741,Vladimr Rika,M,34.0,187.0,93.0,Czech Republic,CZE,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
103766,"Robert Shane ""Bobby"" Ryan (Stevenson-)",M,22.0,188.0,95.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
103853,Kjell Daniel Rydmark,M,23.0,179.0,82.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
103979,Mari Susanna Saarinen,F,28.0,,,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
103982,Simo Olavi Saarinen,M,24.0,179.0,77.5,Finland,FIN,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
104543,"Joseph Steven ""Joe"" Sakic",M,32.0,180.0,88.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
104809,Sakari Jalmari Salminen,M,25.0,170.0,72.0,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
104832,Pivi Anneli Salo,F,24.0,165.0,58.0,Finland,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
104834,Sami Sakari Salo,M,31.0,190.0,93.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
104834,Sami Sakari Salo,M,35.0,190.0,93.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
104834,Sami Sakari Salo,M,39.0,190.0,93.0,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
104836,Tommy Mikael Salo,M,23.0,181.0,79.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
105009,George Samolenko,M,29.0,173.0,72.0,Canada,CAN,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
105031,"Edward Horace ""Ed"" Sampson",M,34.0,180.0,77.0,United States,USA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
105044,Sergey Viktorovich Samsonov,M,23.0,172.0,81.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
105071,Evelina Louise Samuelsson,F,17.0,160.0,60.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
105077,Karl Mikael Samuelsson,M,29.0,186.0,94.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
105078,Alf Tommy Samuelsson,M,20.0,174.0,74.0,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
105078,Alf Tommy Samuelsson,M,28.0,174.0,74.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
105329,"Franklyn Bonn ""Frank"" Sanders, Jr.",M,22.0,188.0,98.0,United States,USA,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
105409,Tomas Sandstrm,M,19.0,189.0,92.0,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
105410,Ulf Hendry Sandstrm,M,20.0,180.0,81.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
105833,Craig Brian Sarner,M,22.0,180.0,84.0,United States,USA,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
106176,Brian Savage,M,22.0,188.0,87.0,Canada,CAN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
106492,Bedich erban,M,27.0,171.0,80.0,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
106644,Molly Patricia Schaus,F,21.0,175.0,71.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
106644,Molly Patricia Schaus,F,25.0,175.0,71.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
106715,Florence Schelling,F,24.0,174.0,65.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
106955,"Bradley Wilfred ""Brad"" Schlegel",M,23.0,177.0,85.0,Canada,CAN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
106955,"Bradley Wilfred ""Brad"" Schlegel",M,25.0,177.0,85.0,Canada,CAN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
106968,Anne Kathryn Schleper,F,24.0,178.0,77.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
106986,Alois Schloder,M,28.0,183.0,80.0,West Germany,FRG,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
107063,"Jennifer Lynn ""Jenny"" Schmidgall-Potter",F,19.0,163.0,66.0,United States,USA,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
107063,"Jennifer Lynn ""Jenny"" Schmidgall-Potter",F,23.0,163.0,66.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
107063,"Jennifer Lynn ""Jenny"" Schmidgall-Potter",F,27.0,163.0,66.0,United States,USA,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
107063,"Jennifer Lynn ""Jenny"" Schmidgall-Potter",F,31.0,163.0,66.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
107253,"William Conrad ""Buzz"" Schneider",M,25.0,180.0,82.0,United States,USA,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
107508,"Wallace E. ""Wally"" Schreiber",M,29.0,180.0,79.0,Canada,CAN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
107508,"Wallace E. ""Wally"" Schreiber",M,31.0,180.0,79.0,Canada,CAN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
107627,Laura Lynne Schuler,F,27.0,169.0,64.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
108069,Brent Seabrook,M,24.0,190.0,100.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
108090,"Gordon Peter ""Pete"" Sears",M,24.0,180.0,82.0,United States,USA,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
108162,Erik Daniel Sedin,M,25.0,185.0,85.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
108162,Erik Daniel Sedin,M,33.0,185.0,85.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
108163,Lars Henrik Sedin,M,25.0,188.0,87.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
108164,"James Walter ""Jim"" Sedin",M,21.0,180.0,79.0,United States,USA,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
108422,Teemu Ilmari Selnne,M,27.0,182.0,91.0,Finland,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
108422,Teemu Ilmari Selnne,M,35.0,182.0,91.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
108422,Teemu Ilmari Selnne,M,39.0,182.0,91.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
108422,Teemu Ilmari Selnne,M,43.0,182.0,91.0,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
108460,Maria Helena Selin,F,20.0,162.0,52.0,Finland,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
108566,Anatoly Anatolyevich Semyonov,M,25.0,188.0,86.0,Soviet Union,URS,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
108971,Frantiek evk,M,26.0,171.0,77.0,Czechoslovakia,TCH,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
109097,Vladimir Nikolayevich Shadrin,M,23.0,180.0,79.0,Soviet Union,URS,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
109097,Vladimir Nikolayevich Shadrin,M,27.0,180.0,79.0,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
109188,Viktor Ivanovich Shalimov,M,24.0,181.0,77.0,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
109213,Brendan Frederick Shanahan,M,33.0,191.0,100.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
109321,Patrick Sharp,M,32.0,185.0,89.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
109356,"Francis John ""Frank"" Shaughnessy, Jr.",M,24.0,180.0,81.0,United States,USA,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
109457,"Timothy Kane ""Tim"" Sheehy",M,23.0,186.0,86.0,United States,USA,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
109570,Sergey Mikhaylovich Shepelyev,M,28.0,178.0,80.0,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
109661,Tammy Lee Shewchuk (-Dryden),F,24.0,163.0,60.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
110024,Mikhail Alekseyevich Shtalenkov,M,26.0,186.0,84.0,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
110024,Mikhail Alekseyevich Shtalenkov,M,32.0,186.0,84.0,Russia,RUS,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
110100,Viktor Grigoryevich Shuvalov,M,32.0,183.0,86.0,Soviet Union,URS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
110185,Aleksandr Nikolayevich Sidelnikov,M,25.0,176.0,82.0,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
110209,Genrikh Ivanovich Sidorenkov,M,24.0,178.0,84.0,Soviet Union,URS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
110209,Genrikh Ivanovich Sidorenkov,M,28.0,178.0,84.0,Soviet Union,URS,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
110443,Erik Jakob Silfverberg (Ekstrm-),M,23.0,186.0,91.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
110462,"David Mark ""Dave"" Silk",M,22.0,,86.0,United States,USA,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
110882,"Harold Alfred ""Hack"" Simpson",M,21.0,190.0,91.0,Canada,CAN,1932 Winter,1932,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
110970,Jaromr indel,M,24.0,184.0,83.0,Czechoslovakia,TCH,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
110973,"Harold James ""Harry"" Sinden",M,27.0,179.0,81.0,Canada,CAN,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
111409,Saija Katariina Sirvi-Tarkki,F,27.0,172.0,60.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
111525,Eva Therese Sjlander,F,20.0,173.0,69.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
111525,Eva Therese Sjlander,F,24.0,173.0,69.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
111848,Aleksandr Vikentyevich Skvortsov,M,25.0,171.0,86.0,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
111848,Aleksandr Vikentyevich Skvortsov,M,29.0,171.0,86.0,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
111931,Ji lgr (Bubla-),M,20.0,186.0,94.0,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
111931,Ji lgr (Bubla-),M,26.0,186.0,94.0,Czech Republic,CZE,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
112016,Darryl Hayward Sly,M,20.0,175.0,84.0,Canada,CAN,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
112052,"Samantha ""Sami Jo"" Small (-Bridges)",F,25.0,170.0,85.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
112091,Richard mehlk,M,22.0,190.0,100.0,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
112091,Richard mehlk,M,28.0,190.0,100.0,Czech Republic,CZE,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
112118,Ladislav md,M,25.0,171.0,75.0,Czechoslovakia,TCH,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
112252,Fiona Lesley Smith (-Bell),F,24.0,157.0,56.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
112281,"Reginald Joseph ""Hooley"" Smith",M,19.0,178.0,70.0,Canada,CAN,1924 Winter,1924,Winter,Chamonix,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
112372,"Randolph William ""Randy"" Smith",M,26.0,192.0,88.0,Canada,CAN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
112526,Ryan Alexander Gordon Smyth,M,25.0,185.0,86.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
112537,Liisa-Maria Sneck,F,29.0,167.0,75.5,Finland,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
112706,Karl Hkan Sdergren,M,24.0,175.0,85.0,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
112706,Karl Hkan Sdergren,M,28.0,175.0,85.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
112719,Dan Olof Sderstrm,M,31.0,173.0,76.0,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
112959,Nikolay Mikhaylovich Sologubov,M,31.0,178.0,84.0,Soviet Union,URS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
112959,Nikolay Mikhaylovich Sologubov,M,35.0,178.0,84.0,Soviet Union,URS,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
113259,Pasi Martti Sormunen,M,23.0,185.0,91.0,Finland,FIN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
113326,Colleen Sostorics,F,22.0,163.0,76.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
113326,Colleen Sostorics,F,26.0,163.0,76.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
113326,Colleen Sostorics,F,30.0,163.0,76.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
113621,Jaroslav paek,M,23.0,184.0,90.0,Czech Republic,CZE,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
113621,Jaroslav paek,M,32.0,184.0,90.0,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
113937,Natalie Marie Spooner,F,23.0,178.0,80.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
114085,Kim St-Pierre,F,23.0,175.0,71.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
114085,Kim St-Pierre,F,27.0,175.0,71.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
114085,Kim St-Pierre,F,31.0,175.0,71.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
114097,France St. Louis,F,39.0,174.0,65.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
114099,Martin St. Louis,M,38.0,176.0,84.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
114108,Eric Craig Staal,M,25.0,193.0,93.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
114133,Kelli Allison Stack,F,22.0,165.0,62.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
114133,Kelli Allison Stack,F,26.0,165.0,62.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
114213,Lara Stalder,F,19.0,166.0,60.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
114387,Phoebe Stanz,F,20.0,163.0,62.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
114413,Sergey Viktorovich Starikov,M,21.0,178.0,91.0,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
114413,Sergey Viktorovich Starikov,M,25.0,178.0,91.0,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
114413,Sergey Viktorovich Starikov,M,29.0,178.0,91.0,Soviet Union,URS,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
114455,Vyacheslav Ivanovich Starshinov,M,23.0,174.0,83.0,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
114455,Vyacheslav Ivanovich Starshinov,M,27.0,174.0,83.0,Soviet Union,URS,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
114482,Bohuslav astn,M,22.0,180.0,83.0,Czechoslovakia,TCH,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
114482,Bohuslav astn,M,26.0,180.0,83.0,Czechoslovakia,TCH,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
114486,Paul Stastny,M,24.0,183.0,93.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
114577,Lee Ethel Stecklein,F,19.0,183.0,77.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
114609,Alexander Lennart Steen,M,29.0,182.0,95.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
114887,Igor Anatolyevich Stelnov,M,20.0,192.0,94.0,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
114887,Igor Anatolyevich Stelnov,M,25.0,192.0,94.0,Soviet Union,URS,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
114983,Kelly Stephens (-Tysland),F,22.0,167.0,59.0,United States,USA,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
114996,Wayne Frederick Stephenson,M,23.0,175.0,79.0,Canada,CAN,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
115032,Ulf Ivar Erik Sterner,M,22.0,187.0,87.0,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
115213,Anja Stiefel,F,23.0,160.0,60.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
115245,Fredrik Jan-Ove Stillman,M,27.0,173.0,75.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
115247,"Archibald ""Archie"" Stinchcombe",M,23.0,178.0,77.0,Great Britain,GBR,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
115441,Frank Roland Stoltz,M,32.0,190.0,89.0,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
115616,Martin Straka,M,25.0,178.0,81.0,Czech Republic,CZE,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
115616,Martin Straka,M,33.0,178.0,81.0,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
115795,Eric Martin Strobel,M,21.0,178.0,79.0,United States,USA,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
115832,Mika Juhani Strmberg,M,23.0,182.0,84.5,Finland,FIN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
116122,"Pernell Karl ""PK"" Subban",M,24.0,183.0,98.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
116155,Jan Such,M,23.0,174.0,73.0,Czechoslovakia,TCH,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
116269,Kai Petri Suikkanen,M,28.0,188.0,89.5,Finland,FIN,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
116322,Ari Juhani Sulander,M,29.0,187.0,86.5,Finland,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
116362,"Francis Cornelius ""Frank"" Sullivan",M,34.0,180.0,81.0,Canada,CAN,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
116566,Mats Johan Sundin,M,34.0,193.0,100.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
116567,Karl Ronnie Sundin,M,35.0,186.0,100.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
116593,Vicky Sunohara,F,27.0,170.0,75.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
116593,Vicky Sunohara,F,31.0,170.0,75.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
116593,Vicky Sunohara,F,35.0,170.0,75.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
